movie_id,title,genres,year,tconst,averageRating,numVotes,isAdult,runtimeMinutes,original_language,budget,overview,popularity,revenue,tagline,tmdb_vote_avg,tmdb_vote_count
2036,Blank Check,children's comedy,1994,tt0109287,5.2,20365.0,0.0,93,en,13000000,"Bullied by his siblings and nagged by his parents, 11-year-old Preston is fed up with his family -- especially their frugality. But he gets his chance to teach them a lesson when a money-laundering criminal nearly bulldozes Preston with his car and gives the boy a blank check as compensation. Preston makes the check out for $1 million and goes on a spending spree he'll never forget. Maybe now, his family will take him seriously!",18,0,Quick thinking landed him a million bucks... now everybody's after it!,5,351
2037,Candleshoe,adventure children's comedy,1977,tt0075807,6.7,4341.0,0.0,101,en,0,"When ex-con artist Harry claims that a secret treasure is hidden inside Candleshoe, an English estate, he creates an elaborate plan to find and steal the prize. By convincing a girl named Casey to impersonate the estate owner's long-lost granddaughter, Harry hopes to uncover the treasure's location. But when Casey has a change of heart, she must follow the clues and find the treasure, in order to save Candleshoe and stop Harry before it is too late.",9,0,,6,84
2038,The Cat from Outer Space,children's comedy sci-fi,1978,tt0077305,6.0,5099.0,0.0,104,en,0,"A UFO is stranded on earth and impounded by the US government. Its pilot, a cat with a collar that gives it special powers, including the ability to communicate with humans, has eluded the authorities and seeks the help of a scientist in order to reclaim and repair his ship and get back home.",9,0,A close encounter of the 'furred' kind!,5,90
2039,Cheetah,adventure children's,1989,tt15073474,-1.0,-1.0,0.0,-1,en,0,"A four-member teen girl group named the Cheetah Girls go to a Manhattan High School for the Performing Arts and try to become the first freshmen to win the talent show in the school's history. During the talent show auditions, they meet a big-time producer named Jackal Johnson, who tries to make the group into superstars, but the girls run into many problems.",18,0,They have one shot to show their spots.,6,406
2040,The Computer Wore Tennis Shoes,children's comedy,1970,tt0065566,6.0,5169.0,0.0,91,en,0,"Some college students manage to persuade the town's big businessman, A. J. Arno, to donate a computer to their college. When the problem- student, Dexter Riley, tries to fix the computer, he gets an electric shock and his brain turns to a computer; now he remembers everything he reads. Unfortunately, he also remembers information which was in the computer's memory, like Arno's illegal businesses..",9,0,,6,98
2041,Condorman,action adventure children's comedy,1981,tt0082199,5.7,4869.0,0.0,90,en,0,"Comic artist and writer Woody performs a simple courier operation for his friend Harry who works for the CIA. But when he successfully fends off hostile agents, he earns the respect of the beautiful Natalia, who requests his assistance for her defection. Woody uses this request as leverage to use the CIA's resources to bring his comic book creation, Condorman, to life to battle the evil Krokov.",11,0,An action adventure romantic comedy spy story.,5,93
2042,D2: The Mighty Ducks,children's comedy,1994,tt0109520,6.1,39908.0,0.0,106,en,0,"After Gordon Bombay's hockey comeback is cut short he is named coach of Team USA Hockey for the Junior Goodwill Games. Bombay reunites the Mighty Ducks and introduces a few new players, however, he finds himself distracted by his newfound fame and must regather if the Ducks are to defeat tournament favourites Iceland.",18,45610410,The Puck Stops Here!,6,455
2043,Darby O'Gill and the Little People,adventure children's fantasy,1959,tt0052722,7.1,7929.0,0.0,93,en,0,"Take a wee bit of ancient folklore, mix in some spectacular special effects and a magical cast (including Sean Connery) -- and you've got one of the most enchanting fantasies of all time! A frisky old storyteller named Darby O'Gill is desperately seeking the proverbial pot of gold. There's just one tiny thing standing in his way: a 21-inch leprechaun named King Brian. In order to get the gold, Darby must match his wits against the shrewd little trickster -- which proves no small task, indeed! Fall under the spell of DARBY O'GILL AND THE LITTLE PEOPLE for a fun-filled evening of magic, mirth, and nonstop shenanigans!",10,0,WALT DISNEY SPINS MOTION PICTURE MAGIC With a Touch O'Blarney A Bit O'Romance and a Heap O'Laughter!,6,104
2044,The Devil and Max Devlin,comedy,1981,tt0082263,5.0,1292.0,0.0,96,en,0,"When Max dies in an accident, he goes straight to hell. But the devil Barney makes him an offer: if he manages to get three innocent youths to sell him their souls in the next two months, he may stay on earth. Max accepts, and returns to earth, equipped with special powers. However, his task is harder than expected, especially when 7 years old Tobi demands that he marry his mother.",6,0,A new high in being lowdown.,5,29
2045,"Far Off Place, A",adventure children's drama romance,1993,,-1.0,-1.0,0.0,-1,,-1,,-1,-1,,-1,-1
2046,Flight of the Navigator,adventure children's sci-fi,1986,tt1444308,-1.0,-1.0,0.0,-1,en,9000000,"12-year-old David is accidentally knocked out in the forest near his home, but when he awakens eight years have passed. His family is overjoyed to have him back, but is just as perplexed as he is that he hasn't aged. When a NASA scientist discovers a UFO nearby, David gets the chance to unravel the mystery and recover the life he lost.",22,18564613,Come along on the greatest adventure of the summer!,6,619
2047,The Gnome-Mobile,children's,1967,tt0061715,6.5,2186.0,0.0,84,en,0,"An eccentric millionaire and his grandchildren are embroiled in the plights of some forest gnomes who are searching for the rest of their tribe. While helping them, the millionaire is suspected of being crazy because he's seeing gnomes! He's committed, and the niece and nephew and the gnomes have to find him and free him.",7,0,A Tall Tale About Little People!,6,53
2048,The Great Mouse Detective,animation children's,1986,tt0091149,7.2,48557.0,0.0,74,en,14000000,"When the diabolical Professor Ratigan kidnaps London's master toymaker, the brilliant master of disguise Basil of Baker Street and his trusted sidekick Dawson try to elude the ultimate trap and foil the perfect crime.",32,38625550,London's crime-fighting ace on his most baffling case!,7,1302
2049,The Happiest Millionaire,comedy musical,1967,tt0061749,6.6,2107.0,0.0,141,en,0,"A happy and unbelievably lucky young Irish immigrant, John Lawless, lands a job as the butler of an unconventional millionaire, Biddle. His daughter, Cordelia Drexel Biddle, tires of the unusual antics of her father--especially since the nice young men around town all fear him. Wouldn't you fear a father-in-law that keeps alligators for pets and teaches boxing at his daily Bible classes?",5,0,,6,23
2050,Herbie Goes Bananas,adventure children's comedy,1980,tt0080861,4.9,5640.0,0.0,100,en,0,The adorable little VW helps its owners break up a counterfeiting ring in Mexico.,14,0,"Yes, We Have A Bananza!",5,169
2051,Herbie Goes to Monte Carlo,adventure children's comedy,1977,tt0076137,5.6,7358.0,0.0,105,en,0,"Herbie, the Volkswagen Beetle with a mind of its own, is racing in the Monte Carlo Rally. But thieves have hidden a cache of stolen diamonds in Herbie's gas tank, and are now trying to get them back.",17,0,The Love Bug falls 'hood-over-wheels' for a classy chassis!,5,245
2052,Hocus Pocus,children's comedy,1993,tt0107120,6.9,119552.0,0.0,96,en,28000000,"After 300 years of slumber, three sister witches are accidentally resurrected in Salem on Halloween night, and it is up to three kids and their newfound feline friend to put an end to the witches' reign of terror once and for all.",49,39514713,It's just a bunch of Hocus Pocus.,7,2084
2053,"Honey, I Blew Up the Kid",children's comedy sci-fi,1992,tt0104437,4.8,43692.0,0.0,89,en,40000000,"Wayne Szalinski is at it again. But instead of shrinking things, he tries to make a machine that can make things grow. As in the first one, his machine isn't quite accurate. But when he brings Nick & his toddler son Adam to see his invention, the machine unexpectedly starts working. And when Adam comes right up to the machine, he gets zapped along with his stuffed bunny.",21,58662452,The BIG Laughs Start January 6th!,5,912
2054,"Honey, I Shrunk the Kids",adventure children's comedy fantasy sci-fi,1989,tt0097523,6.4,151352.0,0.0,93,en,18000000,The scientist father of a teenage girl and boy accidentally shrinks his and two other neighborhood teens to the size of insects. Now the teens must fight diminutive dangers as the father searches for them.,33,222724172,"The most astonishing, innovative, backyard adventure of all time!",6,2407
2055,Hot Lead and Cold Feet,comedy western,1978,tt0077698,6.0,1325.0,0.0,90,en,0,"Twin brothers -- one rough and tough, the other a city-bred milquetoast -- compete for their father's fortune.",7,0,,6,23
2056,In Search of the Castaways,adventure children's,1962,tt1866975,-1.0,-1.0,0.0,-1,en,0,"Two teenagers, Mary (Hayley Mills) and Robert (Keith Hamshere) are lead by Professor Paganel (Maurice Chevalier) on a search expedition for the children's shipwrecked sea captain father. This Disney film was based upon Jules Verne's 1868 adventure novel Captain Grant's Children.",10,0,"A Thousand Thrills, And Hayley Mills!",6,59
2057,The Incredible Journey,adventure children's,1963,tt0057180,7.1,4579.0,0.0,80,en,0,"Remake of the popular Disney classic, this time featuring some well known voices as two dogs and a cat trek across America encountering all sorts of adventures in the quest to be reunited with their owners.",25,0,,6,795
2058,The Negotiator,action thriller,1998,tt6421444,-1.0,-1.0,0.0,-1,en,50000000,"The police try to arrest expert hostage negotiator Danny Roman, who insists he's being framed for his partner's murder in what he believes is an elaborate conspiracy. Thinking there's evidence in the Internal Affairs offices that might clear him, he takes everyone in the office hostage and demands that another well-known negotiator be brought in to handle the situation and secretly investigate the conspiracy.",29,44547681,He frees hostages for a living. Now he's taking hostages to survive.,7,1573
2059,The Parent Trap,children's drama,1998,tt0120783,6.6,132273.0,0.0,128,en,15000000,"Hallie Parker and Annie James are identical twins separated at a young age because of their parents' divorce. Unknowingly to their parents, the girls are sent to the same summer camp where they meet, discover the truth about themselves, and then plot with each other to switch places.",138,92108518,"Twice the Fun, Double the Trouble.",7,3216
2060,BASEketball,comedy,1998,tt0131857,6.5,61089.0,0.0,103,en,0,"Two losers from Milwaukee, Coop and Remer, invent a new game playing basketball, using baseball rules. When the game becomes a huge success, they, along with a billionaire's help, form the Professional Baseketball League where everyone gets the same pay and no team can change cities. Theirs is the only team standing in the way of major rule changes that the owner of a rival team wants to institute.",15,7027290,Two guys invented a game... and turned the sports world upside down!,6,421
