,movie_id,tags,title,genres,year
1672,1721,ocean girlie movie oscar best cinematography shipwreck time travel good romantic comedies too long oscar best cinematography oscar best directing oscar best picture big budget drama drama love shipwreck predictable james cameron action drama romance drama overrated someone got paid off in order for this to pass as pg  muito drama this is the worst movie of all time someone should be hurt kate winslet kathy bates kathy bates james cameron leonardo dicaprio oscar best picture romance disaster shipwreck atmospheric bittersweet elegiac lavish nostalgic sentimental sweeping tearjerking drama high romance historical almost favorite own favorites own melodrama at sea nudity topless notable seen more than once want to see again seen at the cinema romance oscar best picture romance kate winslet adventure at sea distress call sos love story buy drama true story kate winslet time travel seen more than once history oscar best picture titanic leonardo dicaprio romance true story my movies catastrophe romance girlie movie kate winslet disaster kate winslet leonardo dicaprio david warner james cameron kate winslet kathy bates leonardo dicaprio overrated chick flick true story mm drama oscar best picture romance mm afi  movie quotes afi  thrills james cameron kate winslet leonardo dicaprio oscar best cinematography oscar best directing oscar best picture overrated iceburg love story shipwreck drama romance drama romance drama romance drama romance drama romance,Titanic ,drama romance,1997
1673,1722,franchise james bond  pierce brosnan james bond spy james bond bond seen at the cinema  series assassin killer as protagonist murder saturn award best actor spy owned james bond  rocks james bond  bond tolkien james bond james bond pierce brosnan  bond  james bond  bond foqam mm james bond bond action romance thriller action romance thriller action romance thriller action romance thriller action romance thriller,Tomorrow Never Dies ,action romance thriller,1997
1674,1723,nan,Twisted ,comedy drama,1996
1675,1724,nan,Full Speed ,drama,1996
1676,1725,owned drama drama drama drama drama,"Education of Little Tree, The ",drama,1997
1677,1726,based on a book shut up about the book ok golden raspberry worst actor golden raspberry worst picture nudity rear nudity topless dvd can t remember the book was better post apocalyptic boring drama drama drama drama drama,"Postman, The ",drama,1997
1678,1727,horses owned seen at the cinema chick flick horrible horses unfaithfulness robert redford drama drama drama drama drama,"Horse Whisperer, The ",drama,1998
1679,1728,nan,"Winter Guest, The ",drama,1997
1680,1729,quinten tarantino contemplative crimial good sound plan wacky crime offbeat subculture detective action tarantino tarantino is god tarantino is god my dvds quentin tarantino quentin tarantino bibliothek quentin tarantino own tarantino drab forceful gritty quirky talky tense tarantino eric s dvds nudity rear seen at the cinema tarantino quentin tarantino owned quentin tarantino tumey s dvds tarantino jack nicholson pam grier katsomattomat quentin tarantino robert de niro samuel l jackson tarantino is god my movies boring gay crime gone awry great plot violence conspiracy great music excellent characters great acting tarantinos best gangsters tarantino bmf tarantino crime drama crime drama crime drama crime drama crime drama,Jackie Brown ,crime drama,1997
1681,1730,scorcese erlend s dvds seen at the cinema colonialism tumey s dvds martin scorsese drama drama drama drama drama,Kundun ,drama,1997
1682,1731,leslie neilsen comedy comedy comedy comedy comedy,Mr. Magoo ,comedy,1997
1683,1732,coen bros coen bros madcap dvd cult classic highly quotable coen brothers cohen beetle castration father daughter relationship fathers and daughters porn industry porn stars ransom veterans volkswagen wheelchair bowling coen brothers your out of ur element donnie funniest movies jo list imdb top  comedy    bibliothek seen profane coen bros dark and wonderful best performance jeff bridges as jeffrey the dude lebowski coen brothers like i like top pick amateur sleuths deadpan easygoing madcap mistaken identities quirky racy satirical talky nudity full frontal funny as hell the dude abides coen brothers nudity full frontal brief want to see again dvd seen at the cinema amateur detective bechdel test fail chandleresque dark comedy murder fatality sport  pin bowling   classic must see black comedy bowling coen brothers dark comedy bowling can t remember friday night movie coen brothers the dude tumey s dvds tumey s to see again coen brothers cult classic bowling coen brothers bowling dark comedy cult film dark comedy coen biography lots of swearing d coen brothers coen brothers watch again bowling cameos highly quotable marijuana john turturro philip seymour hoffman comedy drugs bowling classic coen brothers cult film dark comedy deadpan best movie ever dark comedy the dude abides want to see again coen brothers my favourite my movies coen brothers bowling mistaken identity violence bowling drugs great dialogue coen brothers crime great use of music jeff bridges john goodman mistaken identity steve buscemi highly quotable bowling comedy crime mystery thriller comedy crime mystery thriller comedy crime mystery thriller comedy crime mystery thriller comedy crime mystery thriller,"Big Lebowski, The ",comedy crime mystery thriller,1998
1684,1733,bibliothek drama romance drama romance drama romance drama romance drama romance,Afterglow ,drama romance,1997
1685,1734,children glbt transgendered transgender queer transgender glbt smart kids transgender comedy drama comedy drama comedy drama comedy drama comedy drama,My Life in Pink (Ma vie en rose) ,comedy drama,1997
1686,1735,based on a book charles dickens telecine adapted from book author charles dickens drama romance drama romance drama romance drama romance drama romance,Great Expectations ,drama romance,1998
1687,1738,nan,Vermin ,comedy,1998
1688,1739,imdb bottom  gee bus this was an awful film then again the first one was terrible too when watched in your teens hilariously bad hulk hogan loni anderson action children's action children's action children's action children's action children's,3 Ninjas: High Noon On Mega Mountain ,action children's,1998
1689,1740,nan,Men of Means ,action drama,1998
1690,1741,nan,"Midaq Alley (Callejón de los milagros, El) ",drama,1995
1691,1742,nan,Caught Up ,crime,1998
1692,1743,nan,Arguing the World ,documentary,1996
1693,1744,firefighters howie long action adventure thriller action adventure thriller action adventure thriller action adventure thriller action adventure thriller,Firestorm ,action adventure thriller,1998
1694,1746,nan,Senseless ,comedy,1998
1695,1747,politics satire robert de niro good idea how world works political political repression fun satire seen more than once on dvr based on a book political politics seen at the cinema fun politics fun fun politics politics dustin hoffman politics based on a book black comedy cover up politics satire comedy politics not seen corruption politics political confusing gay conspiratory dustin hoffman frightfully accurate political commentary politics dustin hoffman comedy drama comedy drama comedy drama comedy drama comedy drama,Wag the Dog ,comedy drama,1997
1696,1748,nocturnal gfei own it dystopia sci fi cinematographer dariusz wolski jennifer connelly is a fox amnesia fantasy jennifer connelly kiefer sutherland my dvds sci fi fantasy futuristmovies com dystopia scope dystopia noirish surreal aliens post apocalyptic erlend s dvds atmospheric claustrophobic dreamlike eerie hallucinatory somber stylized nudity topless seen at the cinema  dvd creepy sci fi fantasy sci fi proyas jennifer connoly topless dvd r dystopia sci fi deep hot women innovative jennifer connelly rewatchable speculative fiction thought provoking aliens amnesia eerie fantasy innovative kiefer sutherland sci fi stylized surreal aliens dystopia surreal in netflix queue fantasy sci fi aliens big brother dark dystopia identity noir dvd video not seen dark fantasy innovative mindfuck film-noir sci-fi thriller film-noir sci-fi thriller film-noir sci-fi thriller film-noir sci-fi thriller film-noir sci-fi thriller,Dark City ,film-noir sci-fi thriller,1998
1697,1749,less than  ratings romance romance romance romance romance,"Leading Man, The ",romance,1996
1698,1750,nan,Star Kid ,adventure children's fantasy sci-fi,1997
1699,1752,morgan freeman action thriller action thriller action thriller action thriller action thriller,Hard Rain ,action thriller,1998
1700,1753,nudity topless comedy drugs marijuana stoner movie comedy drugs marijuana drugs stoner comedy drugs comedy comedy comedy comedy comedy,Half Baked ,comedy,1998
1701,1754,religion denzel washington should ve got more attention brilliant unreliable narrators owned should ve got more attention brilliant action mystery thriller action mystery thriller action mystery thriller action mystery thriller action mystery thriller,Fallen ,action mystery thriller,1998
1702,1755,owned con artists beckinsale london scams romance romance romance romance romance,Shooting Fish ,romance,1997
1703,1756,nan,"Prophecy II, The ",horror,1998
1704,1757,accomplices assassin assassins bar debt collection father son relationship great soundtrack hit men jukebox love masturbation motorcycle pigs product placement selective mutism smoking urban video camera assassination ice cream jet tone love masturbation moody mute nocturnal selective mutism setting hong kong stylized subway urbane eerie elegiac moody nocturnal stylized urbane favorites loved it hongkong style drama drama drama drama drama,Duoluo tianshi ,drama,1995
1705,1758,nan,Dangerous Beauty ,drama,1998
1706,1759,nan,Four Days in September ,drama,1997
1707,1760,who thought this was a good idea golden raspberry worst actress awful awards no rec awesinine alan cumming spice girls true story embarassed to watch comedy musical comedy musical comedy musical comedy musical comedy musical,Spice World ,comedy musical,1997
