movie_id,title,genres,year,original_language,budget,overview,popularity,revenue,tagline,tmdb_vote_avg,tmdb_vote_count,tmdb_id
1622,kicked in the head,comedy drama,1997,en,0,"Redmond is a young guy who can't find what to do with his life. When his uncle Sam gives him the bag to deliver to some uptown connection he fails to do so and it gets them in trouble with Jack, low-key criminal. After that tough guy Stretch wants Redmond to take part in his illegal beer business, but before Redmond gets involved, the business ends in a bad way. Redmond is also having affair with flight attendant Megan.",2,0,A satirical love story.,3,5,27475
1623,wishmaster,horror,1997,en,5000000,"The Djinn having been released from his ancient prison seeks to capture the soul of the woman who discovered him, thereby opening a portal and freeing his fellow Djinn to take over the earth.",18,15719109,Be careful what you wish for.,5,415,27475
1624,"thousand acres, a",drama,1997,en,0,The lives of an Iowa farmer's three daughters are shattered when he suddenly decides to bequeath them the family's fertile farm.,6,0,Best friends. Bitter rivals. Sisters.,5,48,27475
1625,"game, the",mystery thriller,1997,en,0,"When cop David is injured in a drug bust gone wrong, his partner Cal chases the two criminals who shot him. They all land at a remote farm owned by troubled vet Eric, and as Cal and Eric plot their defense, more of the gang arrives - along with a wounded David. Outnumbered, the three heroes must use stealth, smarts, and good shooting to take down the drug-dealing mob.",235,0,Your land. Your rules. Your fight.,5,107,27475
1626,fire down below,action drama thriller,1997,en,60000000,"When an EPA representative is murdered in a small Appalachian community, EPA undercover agent Jack Taggart is sent in—posing as a handyman working with a Christian relief agency—to determine what happened.",12,16228448,Beneath a land of wealth and beauty hides a secret that could kill millions. Undercover has never run so deep.,5,270,27475
1627,u turn,action crime mystery,1997,en,19000000,"When Bobby's car breaks down in the desert while on the run from some of the bookies who have already taken two of his fingers, he becomes trapped in the nearby small town where the people are stranger than anyone he's encountered. After becoming involved with a young married woman, her husband hires Bobby to kill her. Later, she hires Bobby to kill the husband.",16,6682098,Expect the Unexpected.,6,534,27475
1628,"locusts, the",drama,1997,en,0,A group of scientists try to stop a swarm of flesh-eating locusts that escape from a top secret government lab in the USA Midwest.,9,0,Watch The Skies... And Run,5,23,27475
1629,"matchmaker, the",comedy romance,1997,en,0,"Marcy, a worker in the reelection campaign of bumbling Senator John McGlory, is sent to Ireland on a quest to find the Irish ancestry of Sen. McGlory, to help him win the Irish vote. But when Marcy arrives in the small village of Ballinagra, she finds herself in the middle of a matchmaking festival, and the local matchmaker is determined to pair her off with one of the local bachelors.",3,0,A comedy for the incurably unromantic.,6,37,27475
1630,"lay of the land, the",comedy drama,1997,,-1,,-1,-1,,-1,-1,-1
1631,"assignment, the",thriller,1997,en,5000000,"Ace assassin Frank Kitchen is double crossed by gangsters and falls into the hands of rogue surgeon known as The Doctor who turns him into a woman. The hitman, now a hitwoman, sets out for revenge, aided by a nurse named Johnnie who also has secrets.",22,388789,A revenger's tale.,5,388,27475
1632,"smile like yours, a",comedy romance,1997,en,0,A comedy about a couple who cannot conceive a baby,3,0,The shortest distance between two people is a certain smile.,3,15,27475
1633,ulee's gold,drama,1997,en,0,"Third-generation Florida beekeeper Ulee Jackson may have gotten out of Vietnam alive, but he left a part of himself behind. Now he methodically tends his bees, carefully provides for his two grandchildren and keeps his emotions at bay. But when a long-buried secret threatens Ulee's business and family, he is forced to break through his emotional walls and confront the terror of his wounded spirit.",3,0,,6,53,27475
1635,"ice storm, the",drama,1997,en,18000000,"In the weekend after thanksgiving 1973 the Hood family is skidding out of control. Then an ice storm hits, the worst in a century.",12,8038061,"It was 1973, and the climate was changing.",6,472,27475
1636,stag,action thriller,1997,en,0,"Four guys on a bachelor party get off the subway at a station that shut down in the 70's and, after watching a transit cop get brutally murdered, find themselves running for their lives beneath the streets of NY.",8,0,,4,72,27475
1639,chasing amy,drama romance,1997,en,250000,"Holden and Banky are comic book artists. Everything is going good for them until they meet Alyssa, also a comic book artist. Holden falls for her, but his hopes are crushed when he finds out she's a lesbian.",13,12021272,It's not who you love. It's how.,6,1064,27475
1640,how to be a player,comedy,1997,en,0,"Dray is a young playboy whose only objective in life seems to be to have sex with as many girls as he can without getting caught by his girlfriend Lisa. Dray's sister Jenny and her friend Katrina plan to show him that the way he lives is wrong and organize a party in Malibu, inviting all of his girlfriends.",5,13960203,,5,35,27475
1641,"full monty, the",comedy,1997,en,3500000,"Sheffield, England. Gaz, a jobless steelworker in need of quick cash persuades his mates to bare it all in a one-night-only strip show.",12,257850122,The year's most revealing comedy.,7,1258,27475
1642,indian summer (a.k.a. alive & kicking),comedy drama,1996,en,0,"A group of childhood friends, now in their thirties, reunite at Camp Tamakwa. Only a few of the original campers show up, but they still have a good time reminiscing. The people share experiences and grow while at the camp. They are dismayed to discover that the camp's owner, Unca Lou, is going to close the camp down.",10,0,A Comedy About Eight Friends Who Return To The Best Summer Of Their Lives!,6,49,27475
1643,"mrs. brown (her majesty, mrs. brown)",drama romance,1997,en,0,"When Queen Victoria's husband Prince Albert dies, she finds solace in her trusted servant, Mr. John Brown. But their relationship also brings scandal and turmoil to the monarchy.",9,0,Loyalty without question. Friendship without equal.,6,138,27475
1644,i know what you did last summer,horror mystery thriller,1997,en,17000000,"As they celebrate their high school graduation, four friends are involved in a hit-and-run accident when their car hits and apparently kills a pedestrian on an isolated roadway. They dispose of the body and vow to keep the incident a secret, a year later somebody starts sending them letters bearing the warning ""I Know What You Did Last Summer"".",29,125586134,"If you're going to bury the truth, make sure it stays buried.",5,2130,27475
1645,"devil's advocate, the",crime horror mystery thriller,1997,en,57000000,"Aspiring Florida defense lawyer Kevin Lomax accepts a job at a New York law firm. With the stakes getting higher every case, Kevin quickly learns that his boss has something far more evil planned.",41,152944660,Evil has its winning ways.,7,4592,27475
1646,rocket man,comedy,1997,en,0,Wacky complications ensue when a little boy comes into possession of a ray gun that compels anyone caught in its beam to tell the truth. He uses it to prevent his orphanage from being shut down by creditors and to help a cute couple fall in love.,1,0,Out-of-this-world laughter and down-to-earth charm when the face from space turns out to be...the kid next door!,5,1,27475
1647,playing god,crime thriller,1997,en,12000000,"Stripped of his medical license after performing an operation while high on amphetamines, famed LA surgeon Dr Eugene Sands abandons his former life only to find himself crossing paths with Raymond Blossom, an infamous counterfeiter. Employed as a ""gun-shot doctor"" when Raymond's associates cannot risk visiting a hospital, Eugene is lured deep into the criminal world and becomes entangled with his boss's girlfriend.",9,4166918,Joining this deadly underworld was easy. But getting out...deadly!,5,72,27475
